student_id,timetest,correct,subject
581585,04.04.2021 11:51:45,TRUE,math
581585,04.04.2021 11:52:42,TRUE,math
581585,04.04.2021 11:53:39,TRUE,math
581585,04.04.2021 11:54:36,FALSE,math
581585,04.04.2021 11:55:33,TRUE,math
581585,04.04.2021 11:56:30,TRUE,math
581585,04.04.2021 11:57:27,TRUE,math
581585,04.04.2021 11:58:24,FALSE,math
581585,04.04.2021 11:59:21,TRUE,math
581585,04.04.2021 12:00:18,TRUE,math
581585,04.04.2021 12:01:15,TRUE,math
581585,04.04.2021 12:02:12,FALSE,math
581585,04.04.2021 12:03:09,TRUE,math
581585,04.04.2021 12:04:06,TRUE,math
581585,04.04.2021 12:05:03,TRUE,math
581585,04.04.2021 12:06:00,FALSE,math
581585,04.04.2021 12:06:57,TRUE,math
581585,04.04.2021 12:07:54,TRUE,math
581585,04.04.2021 12:08:51,TRUE,math
581585,04.04.2021 12:09:48,FALSE,math
581585,04.04.2021 12:10:45,TRUE,math
581585,04.04.2021 12:11:42,TRUE,math
581585,04.04.2021 12:12:39,TRUE,math
581585,04.04.2021 12:13:36,FALSE,math
581585,04.04.2021 12:14:33,TRUE,math
581585,04.04.2021 12:15:30,TRUE,math
581585,04.04.2021 12:16:27,TRUE,math
581585,04.04.2021 12:17:24,FALSE,math
581585,04.04.2021 12:18:21,TRUE,math
581585,04.04.2021 12:19:18,TRUE,math
581585,04.04.2021 12:20:15,TRUE,math
581585,04.04.2021 12:21:12,FALSE,math
581585,04.04.2021 12:22:09,TRUE,math
581585,04.04.2021 12:23:06,TRUE,math
581585,04.04.2021 12:24:03,TRUE,math
581585,04.04.2021 12:25:00,FALSE,math
581585,04.04.2021 12:25:57,TRUE,math
581585,04.04.2021 12:26:54,TRUE,math
581585,04.04.2021 12:27:51,TRUE,math
581585,04.04.2021 12:28:48,FALSE,math
581585,04.04.2021 12:29:45,TRUE,math
581585,04.04.2021 12:30:42,TRUE,math
581585,04.04.2021 12:31:39,TRUE,math
581585,04.04.2021 12:32:36,FALSE,math
581585,04.04.2021 12:33:33,TRUE,math
581585,04.04.2021 12:34:30,TRUE,math
581585,04.04.2021 12:35:27,TRUE,math
581585,04.04.2021 12:36:24,FALSE,math
581585,04.04.2021 12:37:21,TRUE,math
581585,04.04.2021 12:38:18,TRUE,math
581585,04.04.2021 12:39:15,TRUE,math
581585,04.04.2021 12:40:12,FALSE,math
581585,04.04.2021 12:41:09,TRUE,math
581585,04.04.2021 12:42:06,TRUE,math
581585,04.04.2021 12:43:03,TRUE,math
581585,04.04.2021 12:44:00,FALSE,math
581585,04.04.2021 12:44:57,TRUE,math
581585,04.04.2021 12:45:54,TRUE,math
581585,04.04.2021 12:46:51,TRUE,math
581585,04.04.2021 12:47:48,FALSE,math
581585,04.04.2021 12:48:45,TRUE,math
581585,04.04.2021 12:49:42,TRUE,math
581585,04.04.2021 12:50:39,TRUE,math
4539466,04.04.2021 12:51:36,FALSE,math
4539466,04.04.2021 12:52:33,TRUE,math
4539466,04.04.2021 12:53:30,TRUE,math
4539466,04.04.2021 12:54:27,TRUE,math
4539466,04.04.2021 12:55:24,FALSE,math
4539466,04.04.2021 12:56:21,TRUE,math
4539466,04.04.2021 12:57:18,TRUE,math
4539466,04.04.2021 12:58:15,TRUE,math
4539466,04.04.2021 12:59:12,FALSE,math
4539466,04.04.2021 13:00:09,TRUE,math
4539466,04.04.2021 13:01:06,TRUE,math
4539466,04.04.2021 13:02:03,TRUE,math
4539466,04.04.2021 13:03:00,FALSE,math
4539466,04.04.2021 13:03:57,TRUE,math
4539466,04.04.2021 13:04:54,TRUE,math
4539466,04.04.2021 13:05:51,TRUE,math
4539466,04.04.2021 13:06:48,FALSE,math
4539466,04.04.2021 13:07:45,TRUE,math
4539466,04.04.2021 13:08:42,TRUE,math
4539466,04.04.2021 13:09:39,TRUE,math
4539466,04.04.2021 13:10:36,FALSE,math
4539466,04.04.2021 13:11:33,TRUE,math
4539466,04.04.2021 13:12:30,TRUE,math
4539466,04.04.2021 13:13:27,TRUE,math
4539466,04.04.2021 13:14:24,FALSE,math
4539466,04.04.2021 13:15:21,TRUE,math
4539466,04.04.2021 13:16:18,TRUE,math
4539466,04.04.2021 13:17:15,TRUE,math
4539466,04.04.2021 13:18:12,FALSE,math
4539466,04.04.2021 13:19:09,TRUE,math
4539466,04.04.2021 13:20:06,TRUE,math
4539466,04.04.2021 13:21:03,TRUE,math
4539466,04.04.2021 13:22:00,FALSE,math
4539466,04.04.2021 13:22:57,TRUE,math
4539466,04.04.2021 13:23:54,TRUE,math
4539466,04.04.2021 13:24:51,TRUE,math
4539466,04.04.2021 13:25:48,FALSE,math
4539466,04.04.2021 13:26:45,TRUE,math
4539466,04.04.2021 13:27:42,TRUE,math
4539466,04.04.2021 13:28:39,TRUE,math
4539466,04.04.2021 13:29:36,FALSE,math
4539466,04.04.2021 13:30:33,TRUE,math
4539466,04.04.2021 13:31:30,TRUE,math
4539466,04.04.2021 13:32:27,TRUE,math
4539466,04.04.2021 13:33:24,FALSE,math
4539466,04.04.2021 13:34:21,TRUE,math
4539466,04.04.2021 13:35:18,TRUE,math
4539466,04.04.2021 13:36:15,TRUE,math
4539466,04.04.2021 13:37:12,FALSE,math
4539466,04.04.2021 13:38:09,TRUE,math
4539466,04.04.2021 13:39:06,TRUE,math
4539466,04.04.2021 13:40:03,TRUE,math
